,comment,id,rating,Вопрос решен,Лишнее,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Нравится скорость отработки заявок,Понравилось выполнение заявки
94,быстро мастер большой спасибо,3892659,5,0,0,0,1,1,0
95,вопрос решить быстро спасибо мастер фото выполнить работа приложить позвонить,3892748,5,1,0,0,1,1,0
96,главное проблема решить спасибо,3892858,5,1,0,0,0,0,0
97,спасибо сделать быстро очень вежливый сотрудник,3892909,5,1,0,0,1,1,0
98,спасибо решить проблема оперативно,3892910,5,1,0,0,0,1,0
99,оперативно внимательно вежливый спасибо,3893074,5,0,0,0,0,1,1
100,спасибо вс оперативно сделать,3893110,5,1,0,0,0,1,0
101,распечатать бумажный квитанцияхотеть поблагодарить работник расчётный отдел разьяснение квитанция найти электронный вариант квитанция приложение самолетук,3893437,5,0,0,0,1,0,0
102,заявка быстрый принять работа проблема решить спасибо,3893476,5,1,0,0,0,1,0
103,молодец быстро светитсяотсчастие,3893532,5,0,0,0,0,1,1
104,спасибо большой оперативностьбольшойпалецвверхбольшойпалецвверхбольшойпалецвверхий,3893735,5,0,0,0,0,1,0
105,спасибо большоевсех благо процветание ваш компания,3893860,5,0,0,0,0,0,1
106,спасибо электрик,3893967,5,0,0,0,1,0,0
107,вс грамотно полочка объяснить,3894064,5,0,0,0,1,0,0
108,благодарить быстро качественно оказать услуга,3894130,5,0,0,1,0,1,1
109,спасибо оперативный решение вопрос,3894191,5,1,0,0,0,1,0
110,огромный спасибо быстро качественно,3894326,5,0,0,1,0,1,1
111,спасибо ремонт,3894440,5,1,0,0,0,0,1
112,благодарить менеджер татьяна,3894680,5,0,0,0,1,0,0
113,благодарить менеджер,3894684,5,0,0,0,1,0,0
114,сотрудник молодец,3894714,5,0,0,0,1,0,0
115,большой спасибо,3894890,5,0,0,0,0,0,1
116,оперативно качественно браво,3894893,5,0,0,1,0,1,0
117,спасибо огромный оперативно качественно решить проблема,3894902,5,1,0,1,0,1,1
118,подниматься сегодня утро запах спасибо большой,3895042,5,0,0,0,0,0,1
119,специалист проконсультировать сориентировать срок,3895051,5,0,0,0,1,0,0
120,спасибо быстро качественно,3895064,5,0,0,1,0,1,0
121,спасибо оперативность кружащаясязвездакружащаясязвездакружащаясязвезда,3895181,5,0,0,0,0,1,0
122,отлично спасибо,3895221,5,0,0,0,0,0,1
123,спасибо большой,3895423,5,0,0,0,0,0,1
124,спасибо большой,3895493,5,0,0,0,0,0,1
125,быстро оперативно,3895519,5,0,0,0,0,1,0
126,отлично,3895566,5,0,0,0,0,0,1
127,оперативно пока работать,3895624,5,0,0,0,0,1,0
128,лик спасибо оперативный ответ подробный разъяснение работа приложение,3895634,5,0,0,0,1,1,0
129,отличный сотрудник,3895794,5,0,0,0,1,0,0
130,спасибо мастер олег,3895805,5,0,0,0,1,0,0
131,точный оценка нужно пережить зима понять стать,3895874,5,0,1,0,0,0,0
132,спасибо большой оперативностьбольшойпалецвверхий оценить песочек очень хороший чистый ребёнок очень рада песочница достаточный количество песок обнимать,3895925,5,1,0,0,0,1,1
133,быстрокачественный,3896179,5,0,0,1,0,1,0
134,спасибо большой вс решить быстро,3896191,5,1,0,0,0,1,1
135,оперативно быстро,3896230,5,0,0,0,0,1,0
136,оказать услуга приобретение ключано ещ установить приложение ук самолт,3896480,5,1,0,0,0,0,1
137,приходить мастер отрегулировать большой спасибо,3896509,5,1,0,0,1,0,1
138,парень установщик отработать упаковка очень тк полный комплект фурнитура отсутствовать комплект нижний ответка прийтись колхозить отпиливать кусок старый ответка также шуруп отсутствовать,3896735,5,0,0,0,1,0,0
139,спасибо вс,3896818,5,0,0,0,0,0,1
140,около,3896822,5,0,0,0,0,0,1
141,сразу,3896870,5,1,0,0,0,0,1
142,ответ получить спасибо результат стать уточнение понять,3896928,5,1,0,0,0,0,1
143,благодарить обратный связь возможность добавить необходимый документ лк приложение самый решить вопрос посещать клиентский офис звонок вежливый доброжелательный отношение,3896945,5,1,0,0,1,0,1
144,прислать следующий день,3896981,5,1,0,0,0,1,0
145,очень быстро отреагировать работа качественный,3897000,5,0,0,1,0,1,0
146,устранить,3897003,1,0,1,0,0,0,0
147,спасибо подсказка внимательный отношение,3897016,5,0,0,0,0,0,1
148,сантехник связаться сразу вопрос решить,3897067,5,1,0,0,1,1,0
149,спасибо техника,3897113,5,0,0,0,1,0,0
150,благодарить вс отлично большойпалецвверхий,3897118,5,0,0,0,0,0,1
151,сантехник,3897201,5,0,0,0,1,0,0
152,подсказать обратиться решение вопрос,3897252,5,1,0,0,0,0,0
153,спасибо большой информация татьяна молодец,3897281,5,0,0,0,1,0,0
154,электрик пришлый день обращение снять показание счеткик работать сотрудник вежливый благодарить,3897654,5,1,0,0,1,1,1
155,сделать быстро качественно,3897741,5,1,0,1,0,1,1
156,напор стать гораздо сильный небо земля быстро понять причина слабый напор спасибо,3897831,5,1,0,0,0,1,1
157,спасибо ваш работа вычислить вырвать предыдущий доводчик наказать спасибо,3898045,5,1,0,0,0,0,1
158,открыть спасибо,3898232,5,1,0,0,0,0,0
159,быстро позвонить прислать сделалиспасибо,3898417,5,1,0,0,0,1,0
160,молодец очень оперативно прям минус один головной боль,3898427,5,0,0,0,0,1,0
161,очень быстро качественно спасибо рукопожатие,3898572,5,0,0,1,0,1,0
162,спасибо большой разъяснение оперативность,3898709,5,0,0,0,0,1,1
163,спасибо,3898733,5,0,0,0,0,0,1
164,сотрудник работать мгновенно обрабатываться заявка ответ поступать сразу вс решаетсяотличный сервис очень приятно,3898761,5,0,0,0,1,1,1
165,быстро понятно,3898762,5,0,0,0,0,1,1
166,спасибо консультация,3898819,5,1,0,0,0,0,0
167,просто удобно также быстро экономия время ресурс,3899012,5,0,0,0,0,1,1
168,отлично,3899166,5,0,0,0,0,0,1
169,отлично сделать бал,3899842,5,1,0,0,0,0,1
170,четврка выслать второй раз нужный квитанция,3899902,4,1,0,0,0,0,0
171,отличнобольшойпалецвверхаплодисментысмеетсясприщуреннымиглаз,3900024,5,0,0,0,0,0,1
172,спс,3900150,5,0,0,0,0,0,1
173,спасибо большой получить,3900408,5,1,0,0,0,0,1
174,спасибо очень оперативно,3900525,5,0,0,0,0,1,0
175,благодарить мастер вс объяснить дать рекомендация,3900539,5,1,0,0,1,0,0
176,ребята молодец,3900559,5,0,0,0,1,0,0
177,спасибо оперативный решение,3900602,5,0,0,0,0,1,0
178,спасибо,3900686,5,0,0,0,0,0,1
179,оперативно спасибо,3900690,5,0,0,0,0,1,0
180,большой спасибо мастер,3900869,5,0,0,0,1,0,0
181,оказание сам услуга сантехник претензия отключение происходить регулярно крайне негативно сказываться впечатление компания самолёт ук,3900886,5,1,0,0,0,0,0
182,специалист компетентно объяснить необходимо сделать такой случай игорь золотухин большойпалецвверхий,3901101,5,0,0,0,1,0,0
183,быстро чтко,3901168,5,0,0,0,0,1,1
184,вс,3901182,5,0,0,0,0,0,1
185,владимир грамотно здорово быстро сделать,3901194,5,1,0,1,1,1,0
186,отличный сервис,3901238,5,0,0,0,0,0,1
187,спасибо сервис работать это самый главное,3901257,5,0,0,0,0,0,1
188,отличнопозвонилиответ предоставить,3901356,5,1,0,0,0,0,1
189,заявка отработать течение ти минута благодарить оперативность,3901414,5,0,0,0,0,1,0
190,отлично спасибо,3901433,5,0,0,0,0,0,1
191,оперативный решение спасибо,3901446,5,1,0,0,0,1,0
192,татьяна оперативно решить вопросочень отзывчивый большойпалецвверхий,3901616,5,1,0,0,1,1,0
193,гуд,3901836,5,0,0,0,0,0,1
194,отличнобольшойпалецвверхий,3901932,5,0,0,0,0,0,1
195,поприветствовать предложить присесть вс быстро оформить спасибо,3901987,5,1,0,0,1,1,0
196,спасибо убрать надпись думать аккуратный,3902000,4,1,0,0,0,0,0
197,быстро чётко,3902088,5,0,0,0,0,1,1
198,добрый день заявка выполнить качественно сотрудник грамотныеочень вежливый большой спасибо,3902093,5,1,0,1,1,0,1
199,спасибо помощь подключиться инженер,3902383,5,0,0,0,1,0,0
200,замечательный мастер очень оперативно качественно добрый человек золотой рука огромный спасибо,3902482,5,0,0,1,1,1,0
201,благодарить хотя давно просить получать элпочта почемуть ещ бумажный получать,3902496,5,1,0,0,0,0,0
202,вопрос решить оперативно спасибо большой,3902529,5,1,0,0,0,1,0
203,около спасибо,3902632,5,0,0,0,0,0,1
204,красавец быстро оперативно очень приятно общение,3902786,5,0,0,0,1,1,1
205,хороший обслуживание,3902795,5,0,0,0,1,0,0
206,оперативно,3903272,5,0,0,0,0,1,0
207,большой спасибо оперативно поставить ограничитель,3903349,5,1,0,0,0,1,0
208,один звезда снять точто отличаться цвет плитка,3903374,4,0,1,0,0,0,0
209,спасибо быстро оперативно,3903406,5,0,0,0,0,1,0
210,горячий вода появиться,3903436,5,1,0,0,0,0,0
211,оперативно спасибо,3903453,5,0,0,0,0,1,0
212,спасибо большой оперативность ураоченьсветлыйтонкожицветоквишень,3903556,5,0,0,0,0,1,0
213,молодец,3903607,5,0,0,0,0,0,1
214,отлично бистро устранить мастер хороший,3903626,5,1,0,0,1,1,0
215,спасибо проблема решить,3903666,5,1,0,0,0,0,0
216,спасибо оперативность грамотный разврнуть ответ,3903709,5,0,0,0,0,1,1
217,спасибо большой заявка выполнить быстро качественно,3903741,5,1,0,1,0,1,1
218,выполнить быстро качественно,3903997,5,1,0,1,0,1,0
219,вс понятно объяснить,3904073,5,0,0,0,0,0,1
220,большой спасибо василий проделать работа,3904265,5,1,0,0,1,0,1
221,благодарить помочь никто мочь решить проблема спасибо,3904421,5,1,0,0,0,0,1
222,очень оперативно менеджер связаться ответить вопрос отправить необходимый документ благодарить,3904489,5,1,0,0,1,1,0
223,быстро отреагировать запустить,3904503,5,1,0,0,0,1,0
224,спасибо оперативно принять заявка отремонтировалилифт работать исправно,3904606,5,1,0,0,0,1,1
225,оперативно надёжно,3904693,5,0,0,1,0,1,0
226,спасибо услуга оказать очень оперативно удобный формат заказать ключ выходной понедельник готовый сотрудник вежливый внимательныебольшойпалецвверхий,3904847,5,1,0,0,1,1,1
227,супер очень оперативно профессионально спасибо,3904911,5,0,0,1,0,1,1
228,вс быстро качественнобольшойпалецвверхий,3905059,5,0,0,1,0,1,0
229,выполнять заявка чудо оперативно выполнить спасибо большойпалецвверхоченьсветлыйтонкожа,3905086,5,1,0,0,1,1,0
230,спасибождать бумажный платёжный поручение следующий месяц,3905337,5,0,1,0,0,0,0
231,хороший мастер свет нужно выдать премия,3905720,5,0,0,0,1,0,0
232,работать спасибо,3905785,5,1,0,0,0,0,1
233,спасибо электрик оперативно пришлый,3905786,5,0,0,0,1,1,0
234,отлично,3905983,5,0,0,0,0,0,1
235,хотеться каждый месяц присылать квитанция почта приложение,3906032,5,0,1,0,0,0,0
236,большой спасибо электрик ситуация простой обнаружить проблема смочь решить,3906048,5,1,0,0,1,0,0
237,сантехник молодец устранить утечка вода выше этаж перестать течь вода молодец,3906126,5,1,0,0,1,0,0
238,спасибо большой работа оперативность,3906380,5,0,0,0,0,1,1
239,жалко оплата счёт банк приложение отображаться информация оплата приходиться загружать квитанция дополнительно подтверждать факт оплата,3906407,4,0,1,0,0,0,0
240,быстро качественно,3906535,5,0,0,1,0,1,0
241,спасибо большой жаль намусорить,3906752,5,1,0,0,0,0,0
242,спасибо закрываться,3906789,5,1,0,0,0,0,1
243,сразу заявка выполнить забывать периметр несколько контейнер пакет пакет кончаться быстро значит хозяин убирать собака,3906922,3,0,1,0,0,0,0
244,спасибо большой оперативностьмира процветание ваш компания самолёт,3906976,5,0,0,0,0,1,0
245,выше похвала,3907117,5,0,0,0,0,0,1
246,благодарить оперативность,3907258,5,0,0,0,0,1,0
247,спасибо,3907305,5,0,0,0,0,0,1
248,очень вежливый грамотный сотрудница большой такой,3907364,5,0,0,0,1,0,0
249,спасибо просить загружать квитанция личный кабинет дополнительный запрос,3907480,5,0,1,0,0,0,0
250,прекрасно,3907589,5,0,0,0,0,0,1
251,быстро качественно большой спасибо,3907672,5,0,0,1,0,1,0
252,консультация провести профессионально спасибо разъяснение рекомендация,3907792,5,1,0,0,1,0,0
253,спасибо большой починить дверь зайти проблема дверь работать отлично,3907928,5,1,0,1,0,0,0
254,огромный спасибо,3908000,5,0,0,0,0,0,1
255,спасибо работа,3908011,5,1,0,0,0,0,1
256,быстро,3908377,5,0,0,0,0,1,0
257,спасибо быстрый решение вопрос лояльность мастер подбор время,3908429,5,1,0,0,1,1,0
258,спасибо обратный связьнадеяться приложение информация обновитьсячтый оплата пройти,3908490,4,0,1,0,0,0,0
259,спасибо чёткость быстрота,3908579,5,0,0,0,0,1,1
260,консультация настройка прибор выполнить очень быстро качественно профессионально спасибо,3908590,5,1,0,1,0,1,0
261,мастер выполнить работа быстро чисто отлично,3908772,5,1,0,0,1,1,1
262,самый хороший ук спасибо большой помощь быстрый работа мгновенный выполнение,3908843,5,0,0,0,0,1,1
263,очень быстробольшойпалецвверхий,3908929,5,0,0,0,0,1,0
264,спасибо оперативный ответдовольноулыбаетсябольшойпалецвверхий,3909086,5,0,0,0,0,1,0
265,очень удобно получать электронный квитанция давно пора,3909146,5,0,1,0,0,0,0
266,оперативно выполнить заявка спасибо,3909271,5,0,0,0,0,1,0
267,спасибо специалист,3909398,5,0,0,0,1,0,0
268,жалко заранее предупреждать тот проблема мы узнать новость написать такой такой раздел формирование квитанция заявка ук сразу понять написать,3909430,4,0,1,0,0,0,0
269,огромный спасибо оперативностьалоесердце,3909441,5,0,0,0,0,1,0
270,спасибо огромный оперативность алоесердце,3909442,5,0,0,0,0,1,0
271,благодарить работа,3909517,5,0,0,0,0,0,1
272,решить перезвонить спасибо,3909595,5,1,0,0,0,0,0
273,очень быстро сделать,3909682,5,1,0,0,0,1,0
274,огромный спасибо,3909709,5,0,0,0,0,0,1
275,отлично жаль сотрудник компания дать услуга действовать скидка,3909787,5,0,0,0,0,0,1
276,очень быстро,3909810,5,0,0,0,0,1,0
277,очень приятный менеджер консультант который вс правильно подробно объяснять,3909863,5,0,0,0,1,0,0
278,спасибо супер,3909888,5,0,0,0,0,0,1
279,специалист пришлый очень быстро быстро исправить спасибо,3910052,5,1,0,0,1,1,0
280,вс супер вопрос решн быстро,3910060,5,1,0,0,0,1,1
281,очень надеяться квитанция дублироваться приложение оперативно быстро поступить,3910089,5,0,0,0,0,1,0
282,спасибо большой быстрый реагирование,3910166,5,0,0,0,0,1,0
283,спасибо девочка оператор,3910233,5,0,0,0,1,0,0
284,менеджер елизавета очень быстро решить вопрос спасибо,3910259,5,1,0,0,1,1,0
285,спасибо придумать пожалуйста способ избежать будущее,3910269,5,0,0,0,0,0,1
286,спасибо работа выполнить качественно срок,3910346,5,1,0,1,0,1,1
287,спасибо,3910395,5,0,0,0,0,0,1
288,прям молодец порадовать чётко,3910406,5,0,0,0,0,0,1
289,алексей профессионал свой дело быстро найти проблема устранить огромный спасибо,3910434,5,1,0,0,1,1,0
290,подтверждать вчера вечером обнаружить устранить спасибо,3910685,5,1,0,0,0,0,0
291,вопрос решн,3910836,5,1,0,0,0,0,0
292,спасибо помощь,3910865,5,0,0,0,0,0,1
293,спасибо очень быстро сработать,3910908,5,0,0,0,0,1,0
294,добрый день спасибо разъяснение хороший,3910977,5,0,0,0,0,0,1
295,молодец электрик оперативно решить проблема,3911065,5,1,0,0,1,1,0
296,быстро аккуратноблагодарить,3911104,5,0,0,0,0,1,1
297,спасибо большой пусть убирать часто,3911134,5,0,0,0,0,0,1
298,вежливый информативный алоесердце,3911182,5,0,0,0,0,0,1
299,спасибо забота наш здоровьеэкология это замечательный,3911339,5,0,0,0,0,0,1
300,работа сотрудник офис ук евгения,3911355,5,0,0,0,1,0,0
301,спасибо работа быстро качественно,3911421,5,0,0,1,0,1,0
302,спасибо большой проблема решить очень быстро,3911514,5,1,0,0,0,1,0
303,менеджер наталья дежурный сантехник больший благодарность оперативный решение проблема,3911553,5,0,0,0,1,1,0
304,отлично,3911561,5,0,0,0,0,0,1
305,спасибо оперативно полный мера ответить вопрос жествсехорошо,3911570,5,0,0,0,0,1,1
306,быстро качественно устранить наш засор,3911586,5,1,0,1,0,1,1
307,спасибо качественно профессионально,3911663,5,0,0,1,0,0,1
308,быстро качественно спасибо,3911763,5,0,0,1,0,1,1
309,отличный функция спасибо,3911815,5,0,0,0,0,0,1
310,спасибо выполнить работа,3911905,5,1,0,0,0,0,1
311,очень оперативно благодарить,3911957,5,0,0,0,0,1,0
312,спасибо большой,3911972,5,0,0,0,0,0,1
313,оперативно чётко сделать аккуратно прибраться работа,3911983,5,1,0,0,0,1,1
314,спасибо александр профессионализм быстрый работа,3912007,5,0,0,0,1,1,0
315,спасибо большоеобнимать,3912041,5,0,0,0,0,0,1
316,отлично сделать быстро дорого,3912121,5,1,0,0,0,1,1
317,спасибо большой оперативный ответ,3912185,5,0,0,0,0,1,0
318,спасибо огромный менеджер страхование евгения гущина помощь оформление страховка настоящий профессионал свой дело исчерпывающий ответить интересовать вопрос,3912199,5,1,0,0,1,0,0
319,оперативнопрофессиональноспасибо,3912225,5,0,0,1,0,1,1
320,специалист связываться заявка починить спасибо,3912227,5,1,0,0,1,0,0
321,течение час создание заявка устранить спасибо,3912230,5,1,0,0,0,1,0
322,ремонт выполнить,3912246,5,1,0,0,0,0,0
323,быстро решить проблема спасибо,3912279,5,1,0,0,0,1,0
324,работа мастер выполнить отлично проблема решиться личный визит ук,3912521,5,1,0,0,1,0,0
325,большой спасибо оксана петрина,3912769,5,0,0,0,1,0,0
326,вс оперативноспасибо,3912975,5,0,0,0,0,1,0
327,добрый день спасибо вопрос решить,3913158,5,1,0,0,0,0,1
328,быстро чётко спасибо,3913176,5,0,0,0,0,1,1
329,очень ответственный девушка ук,3913279,5,0,0,0,1,0,0
330,отлично вс работать,3913316,5,1,0,0,0,0,1
331,благодарность мастер сделать быстро качественно премия ренат рукопожатие,3913442,5,1,0,0,1,1,0
332,прислать вовремя заранее позвонить уточнить удобный время отличный мастер сделать быстро аккуратно,3913486,5,1,0,0,1,1,1
333,отлично спасибо,3913490,5,0,0,0,0,0,1
334,чётко объяснить вопрос остаться,3913509,5,0,0,0,0,0,1
335,вроде хороший слава бог,3913566,5,1,0,0,0,0,0
336,проблема решить быстро оперативно,3913676,5,1,0,0,0,1,0
337,вс отлично спасибо,3913730,5,0,0,0,0,0,1
338,очень быстро вежливый,3913971,5,0,0,0,0,1,1
339,второй специалист отлично решить спасибо,3913976,5,1,0,0,1,0,0
340,благадарить специалист,3914097,5,0,0,0,1,0,0
341,очень быстро качественно спасибо,3914189,5,0,0,1,0,1,0
342,спасибо большой вс сделать супер,3914351,5,1,0,0,0,0,1
343,комод убрать большой спасибо оперативный решение,3914367,5,1,0,0,0,1,0
344,хотеть выразить особый благодарность татьяна проявить интерес мой вопрос,3914531,5,0,0,0,1,0,0
345,очень быстро отреагировать устранить проблема,3914571,5,1,0,0,0,1,0
346,спасибо большой оперативность,3914595,5,0,0,0,0,1,0
347,дать правильно внести спасибо,3914622,5,1,0,0,0,0,0
348,спасибо оперативный помощь,3914767,5,0,0,0,0,1,0
349,спасибо ключ рабочий,3914795,5,0,0,0,0,0,1
350,круто быстро спасибо,3914807,5,0,0,0,0,1,1
351,быстро эффективно,3914918,5,0,0,0,0,1,1
352,отлично,3915041,5,0,0,0,0,0,1
353,отличный сантехник,3915053,5,0,0,0,1,0,0
354,спасибо,3915108,5,0,0,0,0,0,1
355,оперативно благодарить,3915342,5,0,0,0,0,1,0
356,благодарить оперативность,3915523,5,0,0,0,0,1,0
357,быстро среагировать решить проблема спасибо,3915543,5,1,0,0,0,1,1
358,быстро сделать,3915644,5,1,0,0,0,1,0
359,добрый день вопрос решить очень быстро благодарить работа оперативность,3916307,5,1,0,0,0,1,1
360,очень доступно объяснить,3916394,5,0,0,0,0,0,1
361,мастер рука спасибо большой большойпалецвверхбольшойпалецвверхбольшойпалецвверхий,3916525,5,0,0,0,1,0,0
362,отличный мастер,3916720,5,0,0,0,1,0,0
363,спасибо пока сломать,3916845,5,0,0,0,0,0,1
364,оперативный работабольшойпалецвверхий,3917076,5,0,0,0,0,1,0
365,очень быстро качественно сделать сантехник сергей,3917220,5,1,0,1,1,1,0
366,спасибо огромный жестсердцесветлыйтонкожа,3917341,5,0,0,0,0,0,1
367,большой спасибо очень внимательно клиентоориентированность высокий уровень,3917445,5,0,0,0,1,0,1
368,спасибо большой оперативный решение,3917598,5,1,0,0,0,1,0
369,отличный обслуживание,3917634,5,0,0,0,1,0,0
370,вс решить,3917644,5,1,0,0,0,0,0
371,спасибо оперативность,3918105,5,0,0,0,0,1,0
372,быстро выявить ошибка показание стать делать убыток позвонить уточнить решить вс огромный спасибо самолёт меняться хороший сторона,3918118,5,1,0,0,1,0,1
373,ключ работать,3918621,5,1,0,0,0,0,0
374,спасибо большой выполнить работа быстро аккуратно,3918647,5,1,0,1,0,1,1
375,быстро качественно договориться спасибо,3918748,5,0,0,1,0,1,0
